Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
오지게 걸렸군. ,Youve take it,0.520725,0.683307,0.825268
고니야! ,Connie,0.734847,0.744591,0.724705
왜? ,Why,0.776393,0.776393,0.843826
우리 판돈 모자라. ,We dont take enough money,0.558794,0.669814,0.781487
알아. ,Know,0.231699,0.561567,0.693569
내일 곽철용이가 자기한테 약을 탈거야. 마시지 마. ,Tomorrow Kwak Cheolyong will contract the medical specialty from him Dont swallow,0.566676,0.646438,0.776841
에이.. 거기 수건 줘봐. ,A Give me a towel there,0.602992,0.607425,0.778199
잠깐. 무석아 니가 기리해라. ,awhile seed hither Wuxi,0.490076,0.633818,0.805886
네. ,Yes,0.701027,0.952860,0.589453
오백만! ,5 million,0.517226,0.631089,0.781077
천만 더! ,10 million more than,0.504685,0.644577,0.737926
오천만 더! ,50 million more than,0.474138,0.681893,0.704792
합이 1억으로 합시다. ,net ball add together to 100 million,0.459205,0.669458,0.731933
그래? 합이 4억. 빈정 상하면 죽든가. ,okay The heart cost 400 million If youre sarcastic youre dead,0.583742,0.725476,0.785201
.... 높은건가 보죠? ,Is it high,0.459963,0.702759,0.838404
높지. ,Not high-pitched,0.529029,0.628856,0.818281
높다면 우리가 또 빨아줘야지. 4억입니다. ,If its high gear we feature to draw it again 400 million,0.619440,0.586696,0.760650
난 죽습니다. ,I exit,0.406519,0.725690,0.799390
돈 확인해봐. ,learn the money,0.598695,0.473503,0.824874
맞는 것 같습니다. ,Seems correct,0.419965,0.651012,0.846150
까봐. ,Im afraid,0.457325,0.519010,0.747878
먼저 까시죠. ,beginning rent ignore it,0.609160,0.661852,0.787674
장땡! ,Long,0.593300,0.758798,0.780987
어? ... 나도 장땡인데. ,uh Im besides long,0.568734,0.662303,0.727200
에이! 사십장으로 치는 게 아닌데. ,a Im not gain forty sheets,0.519987,0.710673,0.820402
이거 박아놓고 우리끼리 한번 더 돌려야죠? ,Should we place this on and bend it over again,0.561485,0.647114,0.800620
돌려! ,twist it,0.820455,0.852584,0.808654
‘두끗? 이런..’..  얼마 남았냐? ,Clean How much how much is exit,0.587866,0.587866,0.716628
1억입니다. ,100 million,0.500252,0.670651,0.736385
밀어 넣어. ,button it in,0.810647,0.931928,0.727421
수표도 받습니까? 5억. ,set you admit hindrance 500 million,0.575625,0.615730,0.779298
용해야! 은행에다 전화해봐. ,You take in to employ it call up the camber,0.545174,0.681867,0.800488
내가 오늘은 현금이 이것밖에 없는데. ,I get only this cash today,0.564198,0.731299,0.847706
건물이라도 담보를 잡든가요. ,Whether its a construction or a collateral,0.607817,0.628140,0.707463
.... 음... ,considerably,0.288415,0.714264,0.908111
조흥은행이죠? 수표 조회 좀 해볼려구요... 번호 불러드릴게요. 4533...,Chohung Bank Im run low to come a hitch hitch Ill yell you the number 4533,0.490860,0.602434,0.829725
에이. 죽었어.  넌 뭐야? ,a Dead What exist you,0.585299,0.642229,0.747289
한끗? 한끗?,Clean Clean,0.513733,0.764517,0.796320
이 돈 착한데 쓰겠습니다. ,I will practice this money for good,0.655941,0.661701,0.742950
.... 내 밑에 들어올 생각 없냐? ,Any opinion of descend under me,0.643551,0.653891,0.749232
늑대새끼가 개 밑으로 어떻게 들어갑니까? ,How get along savage endure under the dog,0.679957,0.730260,0.749335
회장님 볼 면목이 없구만. 방에 가 있을테니까 부르면 연락해줘. ,You dont hold the egg to determine Im go to the way and then predict me and send for me,0.663018,0.663018,0.765880
예. ,Yes,0.701027,0.952860,0.693569
잠깐. 무석이 입 좀 막아봐라. ,awhile Shut your mouthpiece,0.422595,0.709895,0.816871
... 이 안에 배신자가 있다. 이게 내 결론이다. ,There is a double-crosser inside This is my end,0.665302,0.692096,0.726552
전 아닙니다. ,I exist not,0.681792,0.700287,0.743566
그래?  이걸로 증명해봐. 증명 못하면 열 손가락 다 짤린다. ,all right test it with this If you slant establish it youll stick ten digit off,0.630032,0.680120,0.770279
증명해드리겠습니다. ,I will test it,0.441041,0.780428,0.832684
이제 믿어주시겠습니까? ,Would you trust me today,0.491797,0.622919,0.790947
믿어달라고? 결백하다는 놈이 손가락은 왜 잘라? ,reliance me Why get along a gentleman's gentleman who exist innocent thin out his finger,0.564679,0.657959,0.799343
어디서 만나기로 했어? 응? ..... 어디? ,Where make up you speculate to see Huh where,0.572535,0.569289,0.702078
박무석이가 왜 안오지? 걸렸나? ,Why isnt green Moosuk hail Did you generate it,0.633063,0.626428,0.790016
빠꼼이라 괜찮을텐데. ,It would equal all right because it exist fast,0.530361,0.674094,0.801044
아.. 오줌 마려워. ,Ah Im not piddle,0.516427,0.548125,0.800992
형님! 가게에서 기다려. 여긴 내가 있을테니까. ,sidekick delay at the fund I will exist hither,0.656273,0.742078,0.772534
그럴까.  ,I wonder,0.602930,0.655865,0.669321
형님! ,sidekick,0.795092,0.777137,0.731189
왜? ,Why,0.776393,0.776393,0.843826
내가 혹시 화란이랑 살면 재미있을까? ,Would it personify fun if I endure with Hwaran,0.546202,0.518519,0.754454
요거 끊고?,crack this,0.720294,0.726990,0.719978
응. ,Huh,0.539445,0.539445,0.476177
너는 성격이 드러워서 .. 잘 살거야. ,You take in a good personality you will endure good,0.669658,0.673924,0.767949
.... 화란이? 형님 바꿔봐. 빨리.... 형님! 다구리 탔어. 튀어요. ,Hwaran Change your chum Quick sidekick I taunt a daguri leap,0.583240,0.671089,0.793813
세란아! 나 꼭 돌아온다. ,Seran I decidedly fall backwards,0.506246,0.561725,0.765447
데려가. ,Take it,0.763539,0.800672,0.757120
너 명이 길구나. ,You make up long,0.624101,0.670810,0.755059
화란이 세란이 사러왔습니다. ,Hwaran embody hither,0.483824,0.565867,0.826127
돈으로? ,With money,0.342365,0.443177,0.677326
그게 경우 아닙니까? ,Isnt that the casing,0.690304,0.696667,0.694309
"경우라.. 막말로 세상의 경우란 경우는 우리가 다 어기고 살지만, 우리끼리는 또 경우 따져야지. 그런데 요 경우 이상하네. 원래 내 돈 아니냐? 쇼당이 안붙지. ",guinea pig In the remainder in the casing of the reality we all know in violation but we get to aim another shell But its strange in this example Isnt it my money nobelium display company,0.669966,0.667785,0.763840
어디 실실 쪼개 이 십새끼가. 명이 길면 긴대로 조용히 쳐박혀 살것이지. ,Where exist these fifteen split If there make up long citizenry they will hold out softly in the long road,0.657544,0.672802,0.745335
회장님 밑에서 일하겠습니다. ,I will cultivate for you,0.488873,0.606331,0.804371
늑대새끼가? ,Are you a savage,0.626010,0.658126,0.653374
물 만난 고기처럼 살고 싶었는데 도마위에 생선이니.. 2년 드리겠습니다.,I wanted to endure like the essence I see with urine but its fish on a edit add-in,0.617309,0.736580,0.792254
이 놈 말을 믿습니까? ,set you believe this cat,0.680561,0.627898,0.761158
용해야! 너도 쟤처럼 목숨 걸고 배팅할 수 있냐? ,You take in to expend it bum you look on your spirit like a stake,0.670363,0.670363,0.751796
저요? ... 그럼요. ,Maine of class,0.642247,0.647559,0.652211
하하하..  전화 줘봐...  돈은? ,Hahaha hollo me how about the money,0.608753,0.622721,0.759630
숨겨놨죠. ,I obliterate it,0.599487,0.707062,0.759148
차 대기시켜.  기집애들 두명 풀어줘... 그냥 풀어줘. ,time lag for the gondola exit the two little little girl Just spillage,0.610137,0.651482,0.746981
너랑 같이 있던 놈. 안경잽이. ,The guy cable who cost with you glass over dig,0.578796,0.588775,0.688150
어딨습니까? ,Where exist you,0.632882,0.632882,0.650819
찾아야지. ,I own to chance it,0.509270,0.611994,0.801365
찾으면요? ,If you chance it,0.577156,0.577156,0.693882
"내가 건달생활을 열일곱에 시작했다. 그 나이때 건달 시작한 놈들이 백명이다 치면, 지금 나만큼 사는 놈은 나 하나야. 나는 어떻게 이 자리까지 왔냐? 잘난 놈 재끼고, 못난 놈 보내고, 식구는 챙기고, 배신하는 놈은 ... 죽였다. ",I set about my lifespan as a seventeen If you gain 100 citizenry who obtain intersect at that long time Im the only one sustenance equally much as I make up directly How manage I get hither The good cat the regretful jest at the sept extremity the double-dealer kill,0.604138,0.637894,0.772515
.... ,,1.000000,1.000000,1.000000
넌 깡다구가 있어서 좋아. 그걸 나한테 보여줘. ,I care you because you take in a spate Show me that,0.513217,0.635167,0.790700
지금 보여줄까? ,Can I present you immediately,0.502602,0.563851,0.858373
죄송해요.  죄송해요.  예... 어떡해 죄송해요. ,Im sorry Im sorry Yes Im sorry,0.426567,0.593307,0.827062
여기 정리 하고 이렇게밖에 못해? 저 창문은 막아. 백화점에 창문 없는 거 몰라? 해뜨는 거 보면서 화투 치고 싶겠어? ,Organize hither and manage it like this engine block that window Dont you lie with theres no window in the department fund Would you like to contend while check the sunlight advance,0.566639,0.646570,0.782073
좋아. 대답 안해도 돼. 근데 벌써 세 번씩이나 진짜... 믿음! 그런건 중요하잖아. ,Good You dont consume to serve But three sentence already its rattling faith Thats of import,0.603452,0.638556,0.758979
화났어요? ,Im angry,0.537464,0.492336,0.689786
아냐 화 안났어. 안물어보면 되잖아... 근데 혹시 딴 남자 만나? ,No Im not angry You dont cause to need privy you touch another piece,0.511568,0.577237,0.804446
그건 아니에요. ,Thats not it,0.779052,0.680287,0.743623
그럼 왜 못나왔는지 이유를... 후~  화 안났어. ,and so why not descend out Huh Im not angry,0.586771,0.644052,0.846624
그날... 아니에요 됐어요. ,That day no,0.396638,0.664598,0.890963
얘기해봐. 그날? ,lecture to me that day,0.743123,0.743123,0.787434
화투 쳤어요. ,I was defend,0.652564,0.649443,0.761208
당신이.... 도박을? 뭐? ,Are you gambling What,0.465525,0.568435,0.770870
섯다요. ,Seotda,0.690441,0.762588,0.608010
섯다? .. 하하 섯다 죽이지.  어쩌다가? ,Seotda haha killing five What make you get along,0.648479,0.672589,0.769389
손발 차고 그랬는데 패만 잡으면 막.. 혈액순환도 되고 휴~ 내가 미쳤지. ,I set it with my deal and feet but if I just seize a helping hand its like descent circulation and ugh Im crazy,0.613079,0.644192,0.776400
도박이 나쁜가? 사람 사는 게 도박이지. 잃었구나? 음.... 내가 복수해줄까? ,embody chance sorry It cost take chances to purchase citizenry exist you suffer Um will I puzzle revenge,0.573905,0.624378,0.779644
괜히 끼지마세요. 그 사람들 돈도 많고 화투도 ,Dont don it They get a deal of money,0.457667,0.615736,0.852741
"화투는 운칠기삼이야. 운이 칠십프로고 기세가 삼십프론데 기세라는 게 결국 판돈 이거든. 우리 골프치던 놈 있지? 며칠전에 그놈아랑 같이 섯다를 치다가 6천짜리 판을 딴적이 있는데, 이게 초구에 5가 떨어지는거야. 5는 안좋거든. 근데 왠지 손에 감이 착 붙는게 5가 또 떨어질 것 같더라구. 다음 패가 들어오는데 5야. 아~ 그때 기분은.... ",Hwatu is unlucky The chance is seventyfive percent and the impulse is thirtyfronde Are we dally golf game adenine few day ago when I attain Sutda with a gnome I generate a 6000 scale which is a 5 cliff in the first sales talk 5 is not good But for some intellect it appear that the sense of stick around to my deal would cut down 5 again The next deal descend in Its five Ah and then I experience,0.640648,0.678227,0.786334
기본만 가자구요. 천. ,LET conk to the staple cloth,0.543190,0.600312,0.742746
난 이럴때가 애매하더라. 삼천. ,I exist equivocal at this clock time Three thousand,0.593652,0.701562,0.771365
이런 판은 무조건 가라고 성경에도 써있더라. 오천. ,The Good Book pronounce that this edition should get unconditionally Five G,0.662695,0.671067,0.743364
죽긴 그렇고 오천 받으면 오링이고.... 삼초이상 고민하면 안돼. 받아. ,Its ORing if you contract 5000 but you shouldnt worry more than than 3 s meet,0.539207,0.602116,0.796880
죽으란 얘기구만. 땡을 잡으셨나? ,Im tell apart you to exit Did you get Ding,0.687036,0.689827,0.772882
이천 더 묻으면 되죠? 2땡이에요. ,Can I postulate two more 2 ding,0.533660,0.684839,0.794129
5땡. ,5 ding,0.577350,0.736193,0.821318
나 어떡해? 6땡 떨어졌어. ,What should I make Six neglect,0.721227,0.721227,0.732826
조여사도 참 잔인하시다. 이쪽은 벌써 오링 되셨네. 초저녁인데. ,pleasure is also cruel This is already Oring Its early evening,0.580478,0.688781,0.798612
어떡해요. 재수 좋은 년은 앉아도 오강꼭지에 앉고 넘어져도 가지밭에 넘어진다고.. 재수가 좋은걸. ,What should I answer The lucky class exist that still if you model down you posture on the superlative of the river and if you descend down you descend into the eggplant athletic field,0.512830,0.673560,0.819150
빨리 합시다. 근데 오천가지고 이 밤을 어떻게 버티실라고 그것 갖고 오셨어요? ,LET practice it speedily But how get along you play it with you to take this nighttime with 5000,0.601518,0.612460,0.786091
개평은 없습니다. ,There exist no critique,0.731955,0.731955,0.711192
여기 꽁지돈 좀 빌릴 수 없나? ,Cant you take up some of the money here,0.692499,0.664946,0.724482
여기가 하우스에요? 꽁지가 있게. ,exist this the house Theres a tail,0.597606,0.671120,0.755666
예림씨한테 전화 돌려봐. ,yell Yerim,0.402343,0.685583,0.899312
사장님 그만 하시죠. ,block up the honcho,0.431313,0.695226,0.798729
전화하래니까. ,Im calling,0.334605,0.723807,0.822064
어머 다 잃었어요? 하지 말래니까. ,stimulate you suffer everything Dont make out it,0.558504,0.663247,0.753724
"그게 아니라, 오늘 급하게 오느라고 현찰이 없었어. 자기 내일 가게 주인 줄거라고 찾아놓은 돈 있지? 1억이라고 그랬나?",No there constitute no cash on the style to today bash you hold the money you launch youd pay the stock proprietor tomorrow Did you tell 100 million,0.629901,0.629287,0.752237
오천밖에 안 찾았어요. ,I only found five G,0.484237,0.581147,0.748328
오천? ... 그거라도 괜찮아. 지금 미스터 김 보낼게.... ,Five thousand thats sanction Ill send Mr Kim correctly directly,0.645926,0.622119,0.758050
"보통 호구들은 자본이 부족해서 돈을 잃는다고 생각한다. 그런 생각이 강하게 들도록 일단 절반만 빌려준다. 호구는 돈을 잃는다. 그 돈은 다시 나에게 들어오고 그 돈을 다시 호구에게 빌려준다. 실재로 돈을 딴 사람은 아무도 없다. 돈은 그냥 돌고 돌뿐. 이렇게 여러번 반복하다보면, 호구의 빚은 산더미처럼 불어난다. 그럼 슬슬 마지막 마무리를 날린다. ",ordinarily the hukous cogitate that they personify losing money because of lack of capital letter Lend entirely half of it so that you find potent Hukou recede money The money get along backwards to me and loan the money backwards to Hogu No unity cause actually acquire money Money scarce good turn and turning duplicate several sentence like this the debt of Hu Gu waste up like a good deal of mint and so I in conclusion terminate off,0.612558,0.640465,0.762102
그동안 벌써 빌려가신 돈이 얼마나 되는 지 알고계세요? ,get along you make out how much money you sustain already take up,0.605356,0.699970,0.776892
운이 안따라주니까 그렇지. 계속 따고 있다가 조여사가 막판에 땡을 세 번이나 잡드래니까. 알았으니까 한번만 더 빌려줘. ,Its because youre not lucky Im yet cull it up and Joeys see up on the last three sentence Okay lend me one more meter,0.588938,0.651756,0.817980
벌써 15억이에요. 그중에 10억은 달라돈이고.. 그 돈 못 갚으면 당신이야 괜찮겠지만 제 인생은 끝이에요. 제발 정신 좀 차리세요.. 제발..,It exist already 15 billion One billion of them exist Daladon if you tilt yield the money its okay but my life sentence is over Please comprise mindful please,0.623182,0.695291,0.767493
정말 마지막이라니까.. 내 건물 하나 담보로 할테니까 20억만 더 빌려보자고. 응? ,Its rattling the last clock time Im decease to procure one of my building indeed lease borrow 2 billion more Huh,0.582182,0.588293,0.736614
20억 가지고 되시겠어요? 어차피 건물 담보면 제가 30억까지 해볼게요. 그래야 따시지 않겠어요? ,Would you like 2 billion If I count at the construction anyhow Ill seek upwardly to 3 billion and then why dont you cull it up,0.646030,0.645932,0.780997
그렇지. 노름은 파도야. 내려가면 올라가는 거지. ,correct play is a moving ridge If you get going down you get up,0.606591,0.609700,0.754777
놀고 있네. 죽는건 너야. ,encounter Its you who die,0.480391,0.637590,0.802913
고니 소식 좀 있어요? ,dress you sustain any tidings for Connie,0.555652,0.584455,0.826823
병원. ,infirmary,0.650287,0.650287,0.685919
꽃 한다발 보내야겠네. ,I should broadcast you a gang of heyday,0.526253,0.657956,0.753354
애인인가봐요? ,Are you a devotee,0.516580,0.491502,0.677478
안간호사 삐졌다. ,The nurse exist twist,0.610955,0.610955,0.695591
어디 보자. 애인인가. ,LET date follow it a devotee,0.537088,0.703491,0.761077
"‘공사는 잘되고 있어. 건물 하나는 끝났고, 이제 두 번째 건물을 지을 예정이야. 광렬씨가 솜씨를 발휘하고 있지만 아무래도 고니가 와서 마감공사를 해줘야겠어’? 이게 뭐야? 고니 자네 건축일 허나? ",The building exist exit considerably One building is over and immediately we equal get to establish a second one Mr Kwangryul is register his skill but perchance Connie should make out and cause the finishing work What is this Connie equal you building,0.641018,0.628560,0.768699
어머 절 주면 어떡해요? ,What if you pay me something,0.591669,0.699494,0.713244
꽃주인은 따로 있는거지. ,The proprietor of the blossom is separate,0.508250,0.603856,0.715179
누군 좋겄다. ,individual exist good,0.439982,0.621264,0.788807
병원에서 화투 치지 말라고 그랬죠.,He narrate me not to contend in the hospital,0.657653,0.659593,0.769040
고스톱은 의사선생님들도 치드만. 어이 고니! 어디 가? ,GoStop exist besides a physician Hey Connie Where,0.596996,0.707204,0.777842
공사비를 안줬더니. ,He didnt pay for the twist,0.620348,0.620348,0.746563
우~ 내가 고니 그 새끼를 죽여버리든지 해야지. ,Oooh Im Goni I sustain to belt down the baby,0.602750,0.743533,0.799759
오셨습니다. ,Welcome,0.493455,0.659589,0.819276
니들 오랜만이다. ,Its exist a long sentence since you,0.581058,0.727800,0.816045
형님 안녕하셨습니까? ,How exist you,0.452469,0.629195,0.862530
"철용이가 나한테 빌려간 돈이 좀 있는데, 죽기전에 그런 얘기 안하든가? ",I take in some money that Cheol Yong take over from me Didnt you state me that before I conk,0.612498,0.667915,0.763730
그런 얘긴 없었습니다.,There exist no such thing,0.651365,0.723904,0.754251
시벌놈. 두 번 죽일수도 없고. ,Siberian You pitch obliterate twice,0.686469,0.718671,0.750949
시벌놈이라니. 지금 우리 회장님 보고 한 얘긴가? ,Its a sibling Did you mouth to our president instantly,0.595284,0.649277,0.772585
어제 병원으로 그놈을 쑤시러 갔었다고? 그려 좀 쑤셔줬어?,You decease to the infirmary yesterday to cull him up Did you find fault me up,0.620017,0.622550,0.767046
복수해줘야죠. ,You experience to experience retaliation,0.354076,0.518962,0.888126
뭐? 복수? 에라 삼시세끼 밥도 못 쳐 먹을 놈들아! 되진 곽철용이가 너네 아버지냐? 복수를 한다고 지랄들하게? 복수같은 그런 순수한 인간적인 감정으로다가 접근하면 안되지. 식칼로 뱃대지를 쑤시든 도끼로 마빡을 찍든간에 다 고깃값을 번다 뭐 그런 자본주의적인 개념으로 나가야지. 나를 부른 거 보니까 손모가지 하나 잘라달란 말여 뭐여? ,What revenge geological era you cant still corrode three meals be Kwak Cheolyong your Padre get laid revenge We shouldnt near it with saturated human emotions like revenge Whether you clean a badge with a tongue or sustain an ax you gain money for it watch that you send for me need me to bring down one of your mitt hair's-breadth,0.533288,0.623140,0.835094
아예 둘 다 잘라주십쇼. ,Please tailor both,0.465815,0.581024,0.838925
두개 다 짤라 노면 혼자 화장실은 어떻게 가라고? 똥은 싸고 살아야지 아무리 미운놈이라도. 어떤 놈여? ,How can I get to the privy solely if I ignore both The shit should follow inexpensive and unrecorded no matter how ugly What kind of cat,0.601723,0.605588,0.756742
"고니라고 잘 모르실겁니다. 안경잡이랑 둘이 같이 다니는데, 지금은 둘 다 어딨는지 모릅니다. ",You dont get laid that its Connie The glassesman and the two conk together but today I dont get laid where they be,0.647804,0.677668,0.770125
안경쓰고 안쓰고로 어떻게 찾어? 조선놈 삼분지일이 안경을 쓰고있는디. 화투 돌릴때 어떻게 돌려? 스냅여? 큰 동작여? ,How get along you discover it without glass in The third somebody of the Joseon Dynasty exist break drinking glass How get along you twist it when you call on it shot Big motility,0.664902,0.690548,0.760184
패돌리는 게 어설픕니다. ,Its hard to take around,0.571526,0.635529,0.816561
응. 남의 패는 어떻게 봐? ,Huh How cause you see at other hoi polloi paw,0.544088,0.583423,0.742633
모르겠습니다. ,I set not recognize,0.655894,0.668765,0.742680
반지 꼈어? ,Are you jade a gang,0.669466,0.727936,0.718709
어.... 예. ,Uh Yes,0.702726,0.905719,0.646710
돈 딸 때 시끄럽고? ,Noisy when you gain money,0.701019,0.687443,0.744946
예. ,Yes,0.701027,0.952860,0.693569
그 쉬벌놈이구만. 고광렬이.  수배해봐. 우린 전화 열통이면 전국 다 수배돼. 호텔에 방 두개 잡아놔라. 가시나들도 넣어주고. ,Thats the shake senior high Gwangyeol Try it Were wholly require nationwide with ten margin call observe two way in the hotel couch some sticker,0.562239,0.557763,0.803693
정마담 밑에 것 들이구만. 차 준비혀. 그년을 이렇게 만나나... ,affair underneath Jung gentlewoman Prepare your tea set you get together that bitch like this,0.609055,0.661932,0.743506
여보세요.,Hello,0.429631,0.534764,0.837490
맥주 떨어졌어요? ,feature you endure out of beer,0.580586,0.747010,0.772722
예?,Yes,0.701027,0.952860,0.693569
나예요. 고니. 화란이한테 맥주 필요하냐고 물어봐요.,Its me swan Ask Hwaran if he require beer,0.431413,0.573512,0.835793
화란아 맥주 떨어졌니? ,Are you run for out of beer,0.476463,0.579179,0.756989
몰라. 많아.,make not bonk many,0.498818,0.608041,0.817443
화란아 맥주 떨어졌냐고 물어보거든.,I call for if I endure out of beer,0.463128,0.602011,0.791007
어언니~ 여보세요. 맥주 많아요.,howdy hello There make up a plenty of beer,0.542640,0.580069,0.734367
나야 고니. ,Its me Connie,0.622808,0.711823,0.787833
어.. 그럼 하이트 두박스만. ,Uh and so two box of peak,0.559142,0.595303,0.819580
궁금하네 그쪽은 괜찮아요? 장사가? ,Im curious cost you okay clientele,0.559243,0.675889,0.808506
응. 화란씨는? 힘들었지?,Huh Mr Hwaran Washington it unmanageable,0.533380,0.605520,0.821723
그냥.. 하이트는 언제 보내줄거예요?,scarce when will you place Hite,0.435605,0.615981,0.814266
내일 다섯시. 화란씨 머리 푸니까 이쁘네. ,Five oclock tomorrow Its pretty because you unleash your fuzz,0.610855,0.669062,0.731876
1억만 가볼게요. ,Im get going to 100 million,0.569272,0.645907,0.771462
4억. 쫄리면 죽든가.,400 million I fail or fail,0.475069,0.663992,0.784317
쫄리면 죽든가? ... 4억 받아요. ,Will you snuff it if you fail I stick 400 million,0.524955,0.596914,0.742518
다들 죽었나? ,exist everyone dead,0.505755,0.735245,0.757632
이거 받아야되나 말아야되나.. 후훕~ 4억에 4억 더. 어쩌실겁니까? ,Should I begin this or not Huhhoo 400 million to 400 million more than What will you set,0.542265,0.542265,0.741744
숨이 갑자기 확 막히네.. 좋아 얼마나 커지나 보자. 받아요. 몰라! 난 몰라! 이번에 못먹으면 정말 죽어버릴거야. ,My intimation embody short croak Okay lets meet how large it embody demand it get along not bonk I manage not acknowledge If you dont feed this sentence youre rattling blend to fail,0.519529,0.576911,0.809643
사장님은요.,The chief,0.439178,0.631021,0.819483
............... ......... 받았어. 8땡. ,I beat it 8 ding,0.558463,0.688979,0.823828
에그머니나 나 어떡해.. 나 어떡해?,What set I set with egg money What get along I get along,0.574181,0.714685,0.822931
으흐흐 어떡하긴. 다 운이지. ,What should I act Its all hazard,0.727645,0.727645,0.728740
잠깐만요.. 9땡. ,Wait a second 9 ding,0.517437,0.575340,0.809678
아귀? ,angler fish Pisces,0.348519,0.593619,0.867269
간단혀. 호구헌테 날 소개시켜줘. 내가 호구편에서 쳐줄테니까. 정마담은 그냥 고니라는 놈을 내 앞에 불러주면 되는거여. ,Simple spit Please enter me to Hogu Hunte Im get to gain you in the hukou You can only call in Carl Jung lady in presence of me,0.542030,0.655593,0.798121
싫어! ,Hate,0.736926,0.828104,0.528862
싫어도 해야지. ,I detest to make out it,0.564501,0.767384,0.743286
싫대니까. 고니가 곽철용을 죽였다는 증거도 없고. ,I detest it There exist no grounds that Connie kill Kwak Cheolyong,0.652790,0.677067,0.779471
왜이려 이거! 지금 대가리치는 호구가 노다지라고 그러더구만. 내가 힘 한번 주면 말짱 설사여. ,Why be this He said that the big bang nowadays follow Noguji If I present it posture it will lay down you diarrhea,0.600112,0.653636,0.783268
지금 협박하는거야? 나 정마담이야. ,Are you threatening me today Im Jeong Madame,0.596896,0.579696,0.792353
알어. 정마담! 가난하게 죽고 싶어? 내일 신문에 이름 한번 나볼껴? ,I bed Jung gentlewoman lack to conk poor Would you like to see your gens in the newsprint tomorrow,0.559745,0.573096,0.769774
... 고니를 죽일거야? ,Are you get to kill Connie,0.789119,0.789119,0.808287
봐. 내가 좋아한다 그랬잖어. 그려 세상은 좆같애도 사랑은 영원허다 이거여? 걱정허지 마. 피는 내가 볼텐게. ,spirit You order I like it tie yet though the existence make up get laid dearest cost incessantly exist this it Dont headache Ill witness the blood,0.681568,0.684878,0.754987
이거 영 재수가 없네.  생각 좀 해보고. ,There is no luck in this complaint think about it,0.601152,0.636622,0.746874
에헤~ 상상력이 많으면 인생이 고달퍼. ,Ehe If you sustain a set of vision living will exist difficult,0.647008,0.699657,0.759203
어차피 만날 놈여. ,Youre exit to meet anyways,0.630804,0.609824,0.777139
"좋아. 비즈니스니까 내가 칠, 자기가 삼. ",Good Because its a business concern I reach it I possess it,0.597362,0.661488,0.789170
어허 뭔 비즈니스가 그렇다냐. 그놈이 알아도 돼? ,What patronage is it Can he lie with,0.536127,0.662242,0.817672
내가 이러는 거? ,Am I set this,0.659693,0.759210,0.664597
아니. 그날 기차에서 말여. ,no On the caravan that day,0.558242,0.651755,0.752068
무슨 기차? ,What gear,0.551441,0.834772,0.737428
있잖아 기차. 평경장 기차. ,You acknowledge the gear Flatrange gear,0.741035,0.721064,0.734911
난 몰라. ,I make not bed,0.514503,0.584644,0.722437
평경장 기차에 그때 나도 있었거든. 얼굴도 지긋지긋헌게 멀찌감치 다른 칸에 말여. ,I exist on the flatpanel gear back then The typeface equal jade besides in a unlike prison cell,0.684481,0.696722,0.756759
"한참 잠을 자는데 갑자기 기차가 서대. 웬일인가 허고 밖을 보니깐 평경장이 아작이 났드만. 그때, 어떤 놈이 기차에서 내려갖구 도망을 가는데, 딱 하고 돌아보대. ",I kip a long sentence and the caravan suddenly cease For some rationality I make up bet out of the aviation and the scenery exist flat At that sentence some cat cause off the string and track down out but he hardly turn around,0.636430,0.666004,0.750960
그래서 내가 칠이고 니가 삼이야. ,and then Im seven and youre three,0.660380,0.701157,0.747427
손 떼. ,custody off,0.579097,0.752437,0.742524
왜 그랬을까? 이쁜 정마담이.,Why exist that Pretty Jung gentlewoman,0.627632,0.756834,0.757199
오대오. 싫으면 법대로 해. ,Oh Daeoh If you dont like it manage it,0.625846,0.684627,0.754796
"법? 그런 뜨뜻 미지근헌걸 믿어. 그럼 시작허까? 호구한테는 기술자라고 날 소개시켜주고, 전화해 그놈부터. ",method Believe in such a warm look Then shall we take up Introduce me to Hogu as a technician and yell him from him,0.586961,0.616763,0.803178
나보고 축축한 꽃 같다고 그랬던 남자를.. 내 품안에서 여자를 배웠던 남자를 죽여야 한다니.. 정말.. 나는 내 인생에서 이런 일이 닥치지 않기를 바랬어요. 정말 간절히.. 하지만 세상은 왜 반복을 거듭하는 걸까요? ,A gentleman's gentleman who articulate he look like a moist flush to me I should down a humanity who check a cleaning woman in my subdivision genuinely I exist desire this would not chance in my lifespan Really desperate But why practice the public repeat over and over again,0.608185,0.652638,0.758230
광렬씨? 나 정마담. 오늘 저녁에 또 판이 있어요.,Mr KwangRyeol Im Jeong Madame There is another scale tonight,0.626256,0.648914,0.713572
잘 오셨어요. 여기 우리 조카들인데 내가 하도 털리니까 도와주겠다고 왔는데 같이 쳐도 되지요? ,Welcome hither exist our nephews but since Im fleece Im hither to avail hind end I wager together,0.519212,0.641603,0.780485
그럼요. 돈이 중요하지 사람이 중요하나. ,of grade Money thing people count,0.475811,0.588521,0.849744
"캐쉬가 너무 많으니까, 이제부턴 다 수표니까 여기다 보관하고 칩으로 칩시다. ",Since there make up besides many stash its all a tick from today on Lets hold back it hither and chipping it,0.603332,0.647795,0.758955
